machine_id,timestamp,air_temperature,process_temperature,rotational_speed,torque,tool_wear
M06,1/7/2024 13:00,297.69,308.96,1597,46.7,44.9
M06,1/7/2024 14:00,300.26,315.08,2200,61.83,39.7
M06,1/7/2024 15:00,300.69,309.42,1257,44.41,43.3
M06,1/7/2024 16:00,298.19,309.77,1720,28.66,43.3
M06,1/7/2024 17:00,296.13,305.82,1389,42.55,47.5
M06,1/7/2024 18:00,299.1,311.31,2261,51.85,47.8
M06,1/7/2024 19:00,297.99,309.84,2225,53.87,46.4
M06,1/7/2024 20:00,297.16,307.88,1382,23.82,46.3
M06,1/7/2024 21:00,300.7,306.88,1629,52.55,45.3
M06,1/7/2024 22:00,301.91,310.71,1203,23.39,49.9
M06,1/7/2024 23:00,297.92,307.02,2082,25.97,46.6
M06,1/8/2024 0:00,296.39,306.27,1425,35.77,51.8
M06,1/8/2024 1:00,295.41,306.28,1592,29.08,53.4
M06,1/8/2024 2:00,299.39,309.37,1540,22.79,46
M06,1/8/2024 3:00,295.45,305.21,1680,36.73,52.6
M06,1/8/2024 4:00,295.43,310.26,1214,43.29,255
M06,1/8/2024 5:00,295.05,309.22,1744,52.62,52.2
M06,1/8/2024 6:00,298.01,307.6,1902,54.98,56.4
M06,1/8/2024 7:00,299.66,307.65,1317,54.14,57.7
M06,1/8/2024 8:00,295.02,311.09,2022,45.38,58.6
M06,1/8/2024 9:00,299.21,311.08,1772,53.29,58
M06,1/8/2024 10:00,307.43,309.8,2883,38.02,57.8
M06,1/8/2024 11:00,299.75,306.63,2192,34.01,58.1
M06,1/8/2024 12:00,298,311.52,2175,54.54,61.3
M06,1/8/2024 13:00,300.14,307.06,1599,44.92,62.2
M06,1/8/2024 14:00,300.49,310.02,1265,24.48,62.2
M06,1/8/2024 15:00,299.71,308.84,2156,25.88,59.5
M06,1/8/2024 16:00,299.64,306.69,1633,25.97,65.2
M06,1/8/2024 17:00,295.74,311.95,1259,25.61,65.8
M06,1/8/2024 18:00,300.36,306.54,1727,43.31,66.8
M06,1/8/2024 19:00,299.66,311.46,2207,23.17,65
M06,1/8/2024 20:00,301.52,310.36,1332,42.54,62.6
M06,1/8/2024 21:00,300.15,307.67,2350,53.82,64
M06,1/8/2024 22:00,296.81,307.04,1428,23.12,67.8
M06,1/8/2024 23:00,300.21,305.81,1953,24.46,64.3
M06,1/9/2024 0:00,300.16,307.18,2296,26.65,65.8
M06,1/9/2024 1:00,300.4,310.58,1458,38.19,68.7
M06,1/9/2024 2:00,297.77,308.77,2143,31.06,71.6
M06,1/9/2024 3:00,296.53,309.76,1501,41.05,65.6
M06,1/9/2024 4:00,300.61,309.92,1855,30.81,74.8
M06,1/9/2024 5:00,301.98,309.95,2179,42.09,67.8
M06,1/9/2024 6:00,301.77,305.41,1882,25.34,73.6
M06,1/9/2024 7:00,301.54,306.58,1307,52.31,75
M06,1/9/2024 8:00,300.09,307.09,1526,54.69,73.4
M06,1/9/2024 9:00,299.75,311.93,2001,33.69,74
M06,1/9/2024 10:00,299.87,306.37,2322,33.78,70.8
M06,1/9/2024 11:00,299.06,310.64,1822,36.01,71.9
M06,1/9/2024 12:00,299.87,307.04,1496,27.34,79
M06,1/9/2024 13:00,299.56,307.54,2378,23.57,79.6
M06,1/9/2024 14:00,297.64,311.88,1544,52.41,73.5
M06,1/9/2024 15:00,296.26,305.37,2255,42.75,79.2
M06,1/9/2024 16:00,299.39,307.83,1269,24.16,78
M06,1/9/2024 17:00,299.17,306.21,1968,47.15,84.7
M06,1/9/2024 18:00,295.63,308.25,1982,29.63,82.1
M06,1/9/2024 19:00,295.84,305.58,2201,42.45,85.4
M06,1/9/2024 20:00,299.11,311.91,2182,29.58,84.5
M06,1/9/2024 21:00,296.27,308.39,2088,30.44,79.1
M06,1/9/2024 22:00,306.89,311.04,2300,26.47,218
M06,1/9/2024 23:00,303.68,311.28,2761,50.17,86.3
M06,1/10/2024 0:00,299.57,305.61,1725,49.8,80.5
M06,1/10/2024 1:00,298.54,307.54,2314,26.01,90.7
M06,1/10/2024 2:00,296.74,305.32,2263,51.66,84.6
M06,1/10/2024 3:00,295.98,308.43,1840,38.29,92.3
M06,1/10/2024 4:00,298.77,306.47,2770,43.19,83.6
M06,1/10/2024 5:00,301.7,309.22,1642,40.71,86.7
M06,1/10/2024 6:00,297.95,308.85,1733,33.36,93.7
M06,1/10/2024 7:00,295.58,306.78,2071,52.91,86.9
M06,1/10/2024 8:00,299.41,306.89,1594,45.01,91.8
M06,1/10/2024 9:00,298.58,306.15,1514,31.07,94.8
M06,1/10/2024 10:00,301.75,306.73,1753,24.36,88.8
M06,1/10/2024 11:00,295.46,309.48,1943,51.82,96.3
M06,1/10/2024 12:00,300.59,306.92,1400,33.2,98.9
M06,1/10/2024 13:00,295.74,311.48,1559,38.43,98.8
M06,1/10/2024 14:00,300.65,305.67,1914,44.52,99.4
M06,1/10/2024 15:00,299.25,311.28,1549,31.13,99
M06,1/10/2024 16:00,300.64,309.74,2288,39.31,101.1
M06,1/10/2024 17:00,299.15,306.81,2251,44.96,99.6
M06,1/10/2024 18:00,298.97,306.87,1958,44.76,96.3
M06,1/10/2024 19:00,299.95,306.28,1924,47.95,99.6
M06,1/10/2024 20:00,297.99,311.59,1668,30.68,103.9
M06,1/10/2024 21:00,297.85,307.19,1384,42.21,96.8
M06,1/10/2024 22:00,295.66,309.03,1373,46.02,102.4
M06,1/10/2024 23:00,301.12,311.74,2068,43.7,106.9
M06,1/11/2024 0:00,298.48,309.8,2290,44.43,102.4
M06,1/11/2024 1:00,301.38,310.22,2070,44.59,106.6
M06,1/11/2024 2:00,300.17,311.66,2281,43.94,100.3
M06,1/11/2024 3:00,296.18,311.51,2272,51.63,102.4
M06,1/11/2024 4:00,295.93,307.47,1304,34.8,105.2
M06,1/11/2024 5:00,295.79,311.4,1711,49.11,110.7
M06,1/11/2024 6:00,297.03,308.38,1742,27.46,110.3
M06,1/11/2024 7:00,296.52,307.13,2255,48.9,104
M06,1/11/2024 8:00,299.32,308.42,1928,20.21,109
M06,1/11/2024 9:00,295.75,307.45,1581,34.07,105.3
M06,1/11/2024 10:00,296.38,316.07,1514,68.18,115.1
M06,1/11/2024 11:00,298,306.28,1751,23.8,111.1
M06,1/11/2024 12:00,296.13,307.48,2088,20.2,116.3
M06,1/11/2024 13:00,295.77,306.99,1473,33.81,115.7
M06,1/11/2024 14:00,296.12,306.39,2181,53.59,118.8
M06,1/11/2024 15:00,298.42,308.47,1460,31.37,117.4
M06,1/11/2024 16:00,298.51,311.46,1996,24.6,120.1
M06,1/11/2024 17:00,295.88,307.41,1227,46.86,113.6
M06,1/11/2024 18:00,297.39,311.84,1216,35.2,114.9
M06,1/11/2024 19:00,300.33,306.73,1512,45.52,114.7
M06,1/11/2024 20:00,295.81,306.84,1706,43.32,117.9
M06,1/11/2024 21:00,300.48,305.72,2228,41.39,116.2
M06,1/11/2024 22:00,299.4,306.04,1446,24.63,115.5
M06,1/11/2024 23:00,301.5,307.98,1608,23.18,116.3
M06,1/12/2024 0:00,304,309.43,2922,27.76,120.9
M06,1/12/2024 1:00,296.96,307.46,2056,28.64,126.3
M06,1/12/2024 2:00,295,309.62,1858,27.42,122.8
M06,1/12/2024 3:00,295.71,306.29,2206,32.73,121.9
M06,1/12/2024 4:00,295.1,308.86,1466,31.59,127.1
M06,1/12/2024 5:00,300.45,308.7,1961,28.34,123.2
M06,1/12/2024 6:00,295.61,305.74,1446,21.44,130.8
M06,1/12/2024 7:00,300.72,306.35,2112,52.39,122.7
M06,1/12/2024 8:00,297.4,310.08,1613,38.67,124.2
M06,1/12/2024 9:00,297.93,309.98,2347,54.13,132.4
M06,1/12/2024 10:00,300.02,311.38,1338,36.9,129.4
M06,1/12/2024 11:00,300.54,318.31,1761,44.38,126.2
M06,1/12/2024 12:00,297.78,309.79,2251,54,127.4
M06,1/12/2024 13:00,297.69,310.46,2020,41.25,249
M06,1/12/2024 14:00,295.06,311.5,2250,35.94,134.3
M06,1/12/2024 15:00,297.12,306.54,2590,39.33,129.7
M06,1/12/2024 16:00,299.48,311.59,1768,52.45,131.5
M06,1/12/2024 17:00,299.5,306.74,1630,38.71,129.5
M06,1/12/2024 18:00,299.24,307.58,1370,53.12,139.1
M06,1/12/2024 19:00,295.94,311.29,1803,31.36,131.6
M06,1/12/2024 20:00,300.77,306.53,1772,26.19,141.5
M06,1/12/2024 21:00,301.85,310.45,2394,23.73,140
M06,1/12/2024 22:00,299.58,311.09,2328,27.22,137.7
M06,1/12/2024 23:00,296.43,309.41,2009,25.45,136.4
M06,1/13/2024 0:00,297.58,311.32,1391,37.36,139.4
M06,1/13/2024 1:00,296.23,308.99,1569,42.66,135.8
M06,1/13/2024 2:00,296.24,307.76,1584,22.43,137.1
M06,1/13/2024 3:00,301.36,311.79,1405,45.35,138.5
M06,1/13/2024 4:00,295.08,305.7,1986,20.73,146.1
M06,1/13/2024 5:00,299.51,305.31,1708,46.95,141.3
M06,1/13/2024 6:00,299.2,310.55,1219,53.52,140.5
M06,1/13/2024 7:00,297.37,309.95,1614,24.87,147.8
M06,1/13/2024 8:00,300.71,307.15,2180,25.41,141.5
M06,1/13/2024 9:00,299.39,305.86,1291,23.6,144.6
M06,1/13/2024 10:00,300.86,305.99,1659,20.84,146.7
M06,1/13/2024 11:00,299.59,306.58,1987,44.04,150.3
M06,1/13/2024 12:00,298.44,311.94,1659,23.56,153.5
M06,1/13/2024 13:00,299.31,305.83,1373,51.35,150.8
M06,1/13/2024 14:00,298.71,309.2,2070,25.26,152.2
M06,1/13/2024 15:00,300.72,307.44,1412,29.49,151.2
M06,1/13/2024 16:00,296.86,311.35,1356,47.61,155.6
M06,1/13/2024 17:00,300.44,306.03,1502,33.67,155
M06,1/13/2024 18:00,298.35,305.47,2383,34.96,155.8
M06,1/13/2024 19:00,297.26,305.89,1988,32.34,154.2
M06,1/13/2024 20:00,301.81,309.21,1882,24.84,159.5
M06,1/13/2024 21:00,297.68,308.85,2303,38.68,156.1
M06,1/13/2024 22:00,297.69,309.07,2063,38.44,159.3
M06,1/13/2024 23:00,303.77,315.77,1940,20.1,162.3
M06,1/14/2024 0:00,300.94,311.07,1485,30.31,154.5
M06,1/14/2024 1:00,301.8,311.39,1696,27.38,156.1
M06,1/14/2024 2:00,295.82,309.87,1493,33.21,154.9
M06,1/14/2024 3:00,297.6,309.91,2391,22.58,163.7
M06,1/14/2024 4:00,295.21,307.56,1361,28.58,156.2
M06,1/14/2024 5:00,297.92,310.36,2162,46.02,164.4
M06,1/14/2024 6:00,297.1,313.89,1890,35.54,164.1
M06,1/14/2024 7:00,299.5,309.23,1555,37.62,158.5
M06,1/14/2024 8:00,299.76,311.13,2334,44.9,161.7
M06,1/14/2024 9:00,297.14,306.59,1521,29.51,160.8
M06,1/14/2024 10:00,301.66,310.2,2020,41.67,162.9
M06,1/14/2024 11:00,300.22,308.92,1358,48.58,166.1
M06,1/14/2024 12:00,299.49,310.79,1537,21.91,165.9
M06,1/14/2024 13:00,303.79,317.38,1942,41.11,171.4
M06,1/14/2024 14:00,300.3,307.16,2329,27.06,173
M06,1/14/2024 15:00,303.54,308.99,2915,39.73,172.4
M06,1/14/2024 16:00,300.26,311.71,2224,26.82,172.8
M06,1/14/2024 17:00,301.82,309.92,1399,31.6,175
M06,1/14/2024 18:00,298.52,310.43,1248,40.55,170.6
M06,1/14/2024 19:00,300.96,307.03,1510,43.88,168.3
M06,1/14/2024 20:00,301.67,306.62,1641,48.26,174.8
M06,1/14/2024 21:00,296.13,311.75,2257,54.73,175.1
M06,1/14/2024 22:00,300.38,308.13,1468,31.87,173.4
M06,1/14/2024 23:00,298.02,311.23,1993,28.37,180.5
M06,1/15/2024 0:00,301.71,308.97,2218,23.41,171.5
M06,1/15/2024 1:00,297.17,311.07,1378,37.46,176.6
M06,1/15/2024 2:00,297.07,305.48,2380,32.72,173.7
M06,1/15/2024 3:00,300.4,306.81,2169,54.25,181.2
M06,1/15/2024 4:00,301.47,311.58,2364,37.09,178
M06,1/15/2024 5:00,297.86,309.34,1464,35.43,180.2
M06,1/15/2024 6:00,297.2,305.58,2046,37.71,178.5
M06,1/15/2024 7:00,299.78,309.34,1316,45.94,179.1
M06,1/15/2024 8:00,295.06,310.97,1795,33.15,183.1
M06,1/15/2024 9:00,296.56,311.12,1391,32.21,182.8
M06,1/15/2024 10:00,300.73,305.76,1569,45.61,188.1
M06,1/15/2024 11:00,300.38,306.4,1873,22.26,183.1
M06,1/15/2024 12:00,296.49,310.19,1434,29.74,180.8
M06,1/15/2024 13:00,298.29,309.48,1855,39.89,190
M06,1/15/2024 14:00,295.44,310.66,2080,54.25,184.1
M06,1/15/2024 15:00,295.16,310.31,2066,29.44,189.1
M06,1/15/2024 16:00,295.48,307.84,1810,50.58,188
M06,1/15/2024 17:00,296.5,311.25,1576,49.07,185.2
M07,1/4/2024 16:00,301.74,307.08,1606,32.22,0
M07,1/4/2024 17:00,299.82,306.12,2094,32.41,2.7
M07,1/4/2024 18:00,295.07,310.48,1606,22.72,3.2
M07,1/4/2024 19:00,297.27,311.9,1848,20.5,6.2
M07,1/4/2024 20:00,298.5,307.21,2032,29.2,5.3
M07,1/4/2024 21:00,301.6,311,2120,77.71,4.6
M07,1/4/2024 22:00,300.42,309.21,1642,32.18,9.1
M07,1/4/2024 23:00,299.04,305.1,1945,20.57,9.3
M07,1/5/2024 0:00,301.07,309.9,2133,34.49,4.6
M07,1/5/2024 1:00,297.98,311.82,1887,23.97,3.6
M07,1/5/2024 2:00,296.24,309.16,2311,35.26,5.5
M07,1/5/2024 3:00,299.76,309.44,1403,54.84,11.4
M07,1/5/2024 4:00,299.55,309.31,2042,23.63,11.6
M07,1/5/2024 5:00,298.81,309.43,2230,40.34,5.2
M07,1/5/2024 6:00,297.94,306.56,2131,39.31,6.8
M07,1/5/2024 7:00,301.65,307.45,2150,34.45,14.6
M07,1/5/2024 8:00,300.19,305.05,1967,47.38,12.2
M07,1/5/2024 9:00,299.61,307.15,2049,43.57,8
M07,1/5/2024 10:00,295.23,305.18,1966,49.43,13.9
M07,1/5/2024 11:00,297.22,306.19,2371,54.75,11.9
M07,1/5/2024 12:00,296.35,309.51,1305,48.05,16
M07,1/5/2024 13:00,299.45,311.84,1555,34.11,14.1
M07,1/5/2024 14:00,296.62,309.97,1458,37.65,18
M07,1/5/2024 15:00,300.9,309.39,1732,49.31,14.1
M07,1/5/2024 16:00,295.65,305.18,1223,42.01,229
M07,1/5/2024 17:00,295.18,310.14,2129,42.21,21.8
M07,1/5/2024 18:00,299.57,306.55,1596,38.74,17.2
M07,1/5/2024 19:00,300.5,310.39,1305,29.62,24.9
M07,1/5/2024 20:00,299.47,309.06,1411,23.88,25.6
M07,1/5/2024 21:00,295.99,306.83,1569,23.25,22
M07,1/5/2024 22:00,300.87,307.74,2205,47.84,21.9
M07,1/5/2024 23:00,299.38,306.47,2059,33.13,21.7
M07,1/6/2024 0:00,300.66,306.26,1220,51.63,25.9
M07,1/6/2024 1:00,300.98,305.82,1902,54.78,24.9
M07,1/6/2024 2:00,298.83,306.11,1721,52.43,237
M07,1/6/2024 3:00,300.33,306.51,1947,24.02,23.8
M07,1/6/2024 4:00,296.54,310.09,1459,29.37,27.2
M07,1/6/2024 5:00,297.44,308.86,1802,36.35,31.2
M07,1/6/2024 6:00,301.62,311.46,1712,26.05,30.8
M07,1/6/2024 7:00,296.97,307.75,2395,47.76,30.5
M07,1/6/2024 8:00,296.44,310.05,2087,50.9,29.6
M07,1/6/2024 9:00,300.71,309.36,1984,35.03,31.8
M07,1/6/2024 10:00,299.43,305.45,1542,51.13,36.5
M07,1/6/2024 11:00,297.87,309.23,2286,32.33,28
M07,1/6/2024 12:00,297.26,310.54,1932,28.59,30.6
M07,1/6/2024 13:00,296.02,307.2,1219,31.15,29.3
M07,1/6/2024 14:00,298.26,310.57,1676,39.66,33.8
M07,1/6/2024 15:00,298.69,305.72,1769,45.07,40.2
M07,1/6/2024 16:00,299.7,309.02,2063,43.87,35.8
M07,1/6/2024 17:00,296.39,305.35,2211,37.45,42.1
M07,1/6/2024 18:00,295.87,306.2,1869,40.69,205
M07,1/6/2024 19:00,301.38,306.99,2024,21.3,39.1
M07,1/6/2024 20:00,297.36,305.11,2162,23.33,42.5
M07,1/6/2024 21:00,296.92,310.28,2019,22.79,43
M07,1/6/2024 22:00,295.33,307.09,2130,37.27,42.5
M07,1/6/2024 23:00,300.9,311.56,2996,21.03,37.3
M07,1/7/2024 0:00,296.58,305.62,2594,48.57,42.9
M07,1/7/2024 1:00,295.78,311.63,1353,29.23,45.2
M07,1/7/2024 2:00,297.66,309.89,1482,40.42,40.3
M07,1/7/2024 3:00,296.04,309.09,2046,42.29,46.5
M07,1/7/2024 4:00,296.68,308.35,2203,54.17,43.8
M07,1/7/2024 5:00,296.58,306.85,1806,44.9,44.9
M07,1/7/2024 6:00,296.7,309.53,1621,44.32,42.9
M07,1/7/2024 7:00,296.49,309.69,2158,48.65,44.8
M07,1/7/2024 8:00,296.46,309.13,2280,37.99,46.8
M07,1/7/2024 9:00,299.96,309.59,2233,23.7,45.7
M07,1/7/2024 10:00,297.7,308.17,2251,27.11,49.2
M07,1/7/2024 11:00,297.96,309.8,2382,42.69,47.4
M07,1/7/2024 12:00,300.22,306.68,2143,26.55,47
M07,1/7/2024 13:00,298.17,306.86,2327,22.94,51.8
M07,1/7/2024 14:00,298.52,315.41,1308,70.66,51.9
M07,1/7/2024 15:00,304.49,308.71,2210,38.15,50.1
M07,1/7/2024 16:00,295.37,305.25,1745,28.36,55
M07,1/7/2024 17:00,301.18,309.9,2028,33.72,51.5
M07,1/7/2024 18:00,301.16,306.88,1621,25.99,53.3
M07,1/7/2024 19:00,299.94,307.02,1206,23.3,57
M07,1/7/2024 20:00,298.34,307.14,1688,25.96,59.6
M07,1/7/2024 21:00,306.56,319.05,1226,43.31,57.8
M07,1/7/2024 22:00,299.16,311.79,2394,20.04,63
M07,1/7/2024 23:00,295.32,305.12,1795,49.24,60.3
M07,1/8/2024 0:00,296.03,305.66,1823,48.14,59.2
M07,1/8/2024 1:00,297.46,308.82,2196,28.87,61.1
M07,1/8/2024 2:00,297.11,307.34,2260,47.11,65.9
M07,1/8/2024 3:00,299.17,305.79,2263,45.49,58.3
M07,1/8/2024 4:00,300.99,309.62,1490,32.5,59.1
M07,1/8/2024 5:00,299.87,308.02,1622,46.05,61.5
M07,1/8/2024 6:00,299.47,311.76,2315,51.47,64.9
M07,1/8/2024 7:00,298.69,306.86,1914,51.08,65
M07,1/8/2024 8:00,301.96,307.17,1284,40.28,68.9
M07,1/8/2024 9:00,295.86,310.57,2360,53.89,70.6
M07,1/8/2024 10:00,301.79,308.49,1501,36.32,64.9
M07,1/8/2024 11:00,299.37,309.65,1821,37.04,64.8
M07,1/8/2024 12:00,298.18,306.52,1452,21.86,68
M07,1/8/2024 13:00,299.62,305,1714,24.82,74.5
M07,1/8/2024 14:00,298.51,311.71,2348,25.43,67.3
M07,1/8/2024 15:00,301.97,316.25,2398,84.21,70.1
M07,1/8/2024 16:00,295.69,306.83,1818,40.9,69.7
M07,1/8/2024 17:00,301.13,310.63,1485,43.92,70.7
M07,1/8/2024 18:00,298.88,307.11,1375,30.41,78.8
M07,1/8/2024 19:00,296.28,310.48,2094,23.36,75.5
M07,1/8/2024 20:00,298.53,309.8,1932,36.39,75.3
M07,1/8/2024 21:00,297.87,305.19,2344,20.92,79.4
M07,1/8/2024 22:00,295.98,311.35,1696,40.31,76.3
M07,1/8/2024 23:00,301.3,311.14,1309,46.44,77.2
M07,1/9/2024 0:00,295.04,310.65,2649,36.11,74.6
M07,1/9/2024 1:00,300.75,308.96,1878,50.25,76
M07,1/9/2024 2:00,298.58,310.02,1619,38.07,81.2
M07,1/9/2024 3:00,295.95,311.27,1516,30.53,79.4
M07,1/9/2024 4:00,295.05,308.39,1611,24.01,77.1
M07,1/9/2024 5:00,295.85,305.68,1618,23.63,78.1
M07,1/9/2024 6:00,297.73,311.48,1814,34.16,88.4
M07,1/9/2024 7:00,300.89,308.83,2099,50.08,85.5
M07,1/9/2024 8:00,299.45,306.29,1692,25.98,87.5
M07,1/9/2024 9:00,298.33,307.03,1404,53.57,85.8
M07,1/9/2024 10:00,297.74,309.88,1419,36.24,89.8
M07,1/9/2024 11:00,296.98,305.84,1997,20.39,85.4
M07,1/9/2024 12:00,301.25,309.34,1287,51.78,86.7
M07,1/9/2024 13:00,301.18,308.21,1218,54.36,87.5
M07,1/9/2024 14:00,298.52,307.44,2275,33.67,85.3
M07,1/9/2024 15:00,297.46,310.03,1894,36.08,94
M07,1/9/2024 16:00,300.49,309.61,2006,22.39,94.6
M07,1/9/2024 17:00,301.74,309.24,1569,40.16,96.2
M07,1/9/2024 18:00,298.68,305.91,1863,40.61,93.5
M07,1/9/2024 19:00,300.81,305.47,1260,49.82,90.1
M07,1/9/2024 20:00,295.74,311.54,2175,31.33,91.6
M07,1/9/2024 21:00,301.42,310.57,1415,51.49,91.7
M07,1/9/2024 22:00,300.29,307.94,1331,79.32,93.3
M07,1/9/2024 23:00,299.25,310.88,1556,31.24,98.5
M07,1/10/2024 0:00,301.92,309.02,1609,26.85,97.2
M07,1/10/2024 1:00,296.58,310.2,2088,48.48,101.1
M07,1/10/2024 2:00,299.07,309.4,1397,27.12,101.9
M07,1/10/2024 3:00,297.52,307.86,2319,50.26,98
M07,1/10/2024 4:00,301.7,310.1,2281,37.37,103.6
M07,1/10/2024 5:00,298.32,307.46,2344,49.87,104.1
M07,1/10/2024 6:00,299.38,311.12,2365,22.74,104.7
M07,1/10/2024 7:00,295.83,306.61,2307,31.58,99.8
M07,1/10/2024 8:00,301.46,306.76,1932,22.38,107.1
M07,1/10/2024 9:00,295.52,309.03,2260,52.61,104.1
M07,1/10/2024 10:00,295.4,309.88,1427,40.4,109.2
M07,1/10/2024 11:00,299.57,305.23,2063,29.13,104
M07,1/10/2024 12:00,295.98,308.83,1875,52.35,108
M07,1/10/2024 13:00,296.65,305.51,2354,51.65,109.2
M07,1/10/2024 14:00,295.25,311.87,2052,40.94,109
M07,1/10/2024 15:00,298.86,311.63,1754,45.32,104.7
M07,1/10/2024 16:00,296.58,307.45,2178,30.62,112.9
M07,1/10/2024 17:00,295.15,305.39,1601,38.7,113.8
M07,1/10/2024 18:00,300.17,308.87,1306,33.55,109.7
M07,1/10/2024 19:00,299.91,308.85,1436,35.33,115.7
M07,1/10/2024 20:00,297.57,306.36,2094,52.13,109.9
M07,1/10/2024 21:00,303.84,307.89,2298,39.88,118.1
M07,1/10/2024 22:00,295.89,306.26,1289,30.99,115
M07,1/10/2024 23:00,301.99,305.91,2014,36.75,111
M07,1/11/2024 0:00,296.75,308.81,2213,44.68,118.7
M07,1/11/2024 1:00,301.01,308.1,1819,52.95,119.1
M07,1/11/2024 2:00,299.58,308.69,1747,31.16,117.5
M07,1/11/2024 3:00,297.43,307.88,2195,29.79,114.8
M07,1/11/2024 4:00,301.83,306.61,2332,27.38,117.3
M07,1/11/2024 5:00,295.99,311.85,2101,42.75,118.9
M07,1/11/2024 6:00,298.49,305.24,1769,40.59,118.1
M07,1/11/2024 7:00,295.42,310.98,1986,37.34,124.5
M07,1/11/2024 8:00,295.31,306.44,1577,43.1,121.9
M07,1/11/2024 9:00,295.22,310.34,1253,51.85,124.9
M07,1/11/2024 10:00,300.8,306.84,1643,46.5,121.5
M07,1/11/2024 11:00,298.04,307.99,1316,48.26,124.4
M07,1/11/2024 12:00,301.53,307.01,2295,36.22,125.4
M07,1/11/2024 13:00,298.63,306.14,1980,36.36,130.3
M07,1/11/2024 14:00,301.35,306.96,1761,22.99,123.7
M07,1/11/2024 15:00,297.36,307.76,1761,32.66,128.5
M07,1/11/2024 16:00,300.67,309.26,1454,30.74,129.3
M07,1/11/2024 17:00,300.93,308.11,1235,35.4,128.1
M07,1/11/2024 18:00,298.36,310.91,1646,34.3,130
M07,1/11/2024 19:00,301.28,308.86,1331,35.42,127.5
M07,1/11/2024 20:00,296.82,308.46,1665,42.06,127.2
M07,1/11/2024 21:00,295.35,305.8,1278,26.45,131.5
M07,1/11/2024 22:00,297.22,308.87,1666,22.13,134.4
M07,1/11/2024 23:00,296.8,309.75,1923,38.92,128.4
M07,1/12/2024 0:00,295.76,308.55,1431,37.89,131.1
M07,1/12/2024 1:00,297.6,310.76,2051,22.5,133.8
M07,1/12/2024 2:00,295.17,309.25,1937,31.72,134.4
M07,1/12/2024 3:00,298.29,311.81,1263,25.61,131.5
M07,1/12/2024 4:00,301.38,305.18,1633,48.28,136.9
M07,1/12/2024 5:00,298.56,309.07,1904,52.9,136.3
M07,1/12/2024 6:00,299.6,306.05,1360,53.43,142.9
M07,1/12/2024 7:00,298.96,311.98,2322,45.69,139.5
M07,1/12/2024 8:00,301.15,310.59,2167,43.07,140
M07,1/12/2024 9:00,296.37,309.03,1699,31.5,143.6
M07,1/12/2024 10:00,296.62,307.2,1436,44.26,140.8
M07,1/12/2024 11:00,297.87,305.56,2347,37.7,146.3
M07,1/12/2024 12:00,299.24,308.14,2057,28.04,146.2
M07,1/12/2024 13:00,301.48,306.71,2034,43.59,145.3
M07,1/12/2024 14:00,300.57,307.39,1441,22.85,143.6
M07,1/12/2024 15:00,299.03,309.43,1605,67.32,148.9
M07,1/12/2024 16:00,298.88,311.51,1406,24.42,141.3
M07,1/12/2024 17:00,299.83,311.93,1471,38.02,147
M07,1/12/2024 18:00,297.96,305.89,2340,28.45,145.4
M07,1/12/2024 19:00,300.77,307.36,1420,54.79,143.7
M07,1/12/2024 20:00,297.48,308.14,2037,42.08,151.4
M07,1/12/2024 21:00,300.3,309.9,1575,45.33,150.6
M07,1/12/2024 22:00,298.57,306.07,1215,40.77,149.2
M07,1/12/2024 23:00,297.66,308.07,2241,45.29,149
M07,1/13/2024 0:00,296.63,308.45,1298,39.74,156
M07,1/13/2024 1:00,300.91,307.99,1861,33.44,155.3
M07,1/13/2024 2:00,295.29,311.62,1631,35.07,151.3
M07,1/13/2024 3:00,297.2,307.43,1539,24.15,152
M07,1/13/2024 4:00,301.2,307.02,1731,54.61,157.6
M07,1/13/2024 5:00,299.67,305.99,1623,39.33,155.9
M07,1/13/2024 6:00,299.19,305.28,2305,38.83,153.5
M07,1/13/2024 7:00,300.76,307.59,1777,52.96,158
M07,1/13/2024 8:00,298.65,310.82,1804,52.13,160.2
M07,1/13/2024 9:00,295.84,311.22,2210,29.21,162.5
M07,1/13/2024 10:00,300.12,305.82,1924,48.13,162
M07,1/13/2024 11:00,295.52,306.1,1886,29.66,161.7
M07,1/13/2024 12:00,300.44,309.95,1844,51.23,156.5
M07,1/13/2024 13:00,299.94,308.65,1589,49.45,163.5
M07,1/13/2024 14:00,295.25,309.44,1216,28.61,163.5
M07,1/13/2024 15:00,296.54,306.37,2162,25.3,166.5
M07,1/13/2024 16:00,296.98,306.39,1381,53.28,167.7
M07,1/13/2024 17:00,295.02,305.47,2342,76.14,220
M07,1/13/2024 18:00,299.46,308.39,1568,50.73,169.1
M07,1/13/2024 19:00,299.68,308.43,2003,40.92,166.9
M07,1/13/2024 20:00,296.53,311.74,1788,34.69,166.7
M07,1/13/2024 21:00,297.97,306.23,1853,43.12,166.4
M07,1/13/2024 22:00,295.9,319.28,2201,41.04,255
M07,1/13/2024 23:00,297.86,308.94,1861,29.16,167.7
M07,1/14/2024 0:00,298.09,307.79,1311,29.39,172.5
M07,1/14/2024 1:00,300.73,307.16,2039,27.75,174.8
M07,1/14/2024 2:00,300.46,305.77,1875,24.52,172.2
M07,1/14/2024 3:00,295.15,307.65,1882,51.93,175.2
M07,1/14/2024 4:00,299.58,308.63,1941,38.74,178.1
